gene,stats,fdr,log2(old/young),DEG,-log10(fdr)
Xkr4,70.04657694919996,2.6135615547549758e-15,0.0688378,0,14.582767266916676
Gm1992,64.525629838476,3.6910717878499745e-14,1.4671116,1,13.432847508105906
Mrpl15,37.98257048649375,1.341935563559132e-08,-0.4150852,-1,7.872268337417818
Lypla1,77.05674513610187,9.007786291459751e-17,-0.5239008,-1,16.045381925949737
Tcea1,67.16909874413669,1.0386038452559084e-14,-0.20887835,0,13.983550073835772
Rgs20,68.97111946408262,4.364484004253116e-15,-0.5122191,-1,14.360067093848883
Atp6v1h,78.45066282495792,4.59619162950554e-17,-0.29350513,0,16.337601872520334
Oprk1,4.019744891208682,0.1568484990313087,0.2247055,0,0.8045196329467215
Rb1cc1,101.0996995953439,8.552344029252052e-22,-0.3748277,-1,21.06791483738293
4732440D04Rik,22.31798519774587,2.558716885838309e-05,0.18602641,0,4.591977764804573
St18,1.8874143825664236,0.4209650333129545,0.9897307,0,0.3757539765394118
Pcmtd1,14.953445638962034,0.0008842108038408,-0.09998397,0,3.053444182916027
Gm26901,52.54638955800047,1.1943359422633715e-11,-0.36380047,-1,10.922873497871429
Sntg1,150.17883994922786,4.464107400142951e-32,0.009314714,0,31.350265365430616
Rrs1,30.405332072923706,5.19120397793943e-07,-2.3010974,-1,6.284731906056021
Adhfe1,6.385479168188079,0.0521797603812427,-0.20226467,0,1.282497919588864
2610203C22Rik,0.2128747163795332,0.9071582005322468,0.54280007,0,0.0423169691394545
Mybl1,7.26042388243613,0.0344968754194461,-0.39086094,0,1.462220239696177
Vcpip1,76.95930673350709,9.443958898478008e-17,-0.46055043,-1,16.024845911703757
1700034P13Rik,12.360294265824727,0.0030587634908355,-1.8526757,0,2.5144541021575115
Sgk3,189.41211501039496,2.5187573853457686e-40,-0.6848184,-1,39.59881366310133
Mcmdc2,29.189074728331825,9.333830188699768e-07,-0.14228386,0,6.0299401045416605
Snhg6,17.760447066695107,0.0002297383088705,0.15207173,0,3.638766580147184
Ppp1r42,4.449613851073951,0.1287603695575558,0.119566984,0,0.890217785507883
Cops5,168.65787018116032,5.8416541025883074e-36,-0.6934789,-1,35.23346416214929
Cspp1,144.47514943520133,7.169539488517888e-31,-0.3864078,-1,30.144508738895446
Arfgef1,57.9098582075007,8.949071039473199e-13,-0.206769,0,12.0482220443902
Cpa6,0.2835946722400875,0.8782531203037556,0.53991514,0,0.0563802985489791
Prex2,41.78246291857448,2.1453203117573913e-09,-0.6885761,-1,8.668507855347242
A830018L16Rik,25.786418325192106,4.813674572767024e-06,-0.15878494,0,5.317523273435473
Sulf1,56.78910124337257,1.5371188512929097e-12,-0.91479516,-1,11.813292551195692
Slco5a1,9.6367550292131,0.0112140225667844,-0.0021949636,0,1.950238574274612
Ncoa2,4.652189605354095,0.117188255629676,-0.10967244,0,0.9311159102530672
Gm29570,5.661042198682097,0.0732505828155815,-0.25588095,0,1.1351889155119543
Tram1,66.47083158486515,1.451022750063636e-14,-0.27188715,0,13.838325778361956
Lactb2,25.17662082946233,6.454694777541667e-06,-0.0046715527,0,5.190124289348521
Eya1,9.56457686383025,0.0116099729486053,0.093819536,0,1.9351687921722875
Gm9947,11.89560238274364,0.0038241667050515,-0.14571798,0,2.417463183993755
Msc,5.519786620382268,0.0783131114924925,0.3373825,0,1.10616552054569
Kcnb2,69.90899866814117,2.788517226443359e-15,0.075068764,0,14.55462666825107
Terf1,47.55641929548782,1.3281995508189664e-10,-0.15146627,0,9.876736670970294
Sbspon,8.515035625653102,0.0190914487632081,2.8336399,0,1.719161113722985
4930444P10Rik,58.45968632397034,6.866097641134197e-13,-0.71065974,-1,12.163290024868283
Rpl7,35.08411258612174,5.440797303261311e-08,-0.3214969,-1,7.264337453420482
Rdh10,35.47916309064918,4.49070677013513e-08,-0.22681953,0,7.34768530215614
Gm28095,6.060507877940068,0.0607443882746152,3.651536,0,1.2164938371360674
Stau2,22.7567090553572,2.069847012797738e-05,-0.10985236,0,4.684061753071153
Gm7568,4.460525181903875,0.128140779606522,1.5472463,0,0.8923126380952071
Ube2w,15.50729613376849,0.0006778177133709,-0.06324427,0,3.168887085957833
Tmem70,22.982238142735685,1.8564449874058244e-05,0.07509734,0,4.731317915826498
Ly96,4.680974703562564,0.1155872573788426,0.97674847,0,0.9370900409594864
Gm28376,140.05936623038676,6.0182637689862975e-30,1.3626368,1,29.2205287818826
Jph1,13.740838396045543,0.0015787428918083,-0.06555306,0,2.801688591816091
Gdap1,116.51161292413067,5.120609840740939e-25,-0.53978896,-1,24.29067831349745
Gm28784,3.1189938472872565,0.2385111546568612,-0.3791428,0,0.6224913051243313
Gm28154,0.2911801597691401,0.8752416789685354,0.56137836,0,0.0578720094349401
Gm16070,8.321759484054022,0.0209270402725358,0.31680453,0,1.6792921899221072
Crispld1,17.494425112899552,0.0002609230732421,0.01741078,0,3.5834875148488288
Gm28153,11.44526140603064,0.0047420246853351,1.0932714,0,2.3240361895655592
Gm28756,12.698433042574752,0.0026029212605593,-0.4570919,0,2.5845389692790866
Tfap2d,0.3119095263706132,0.8670179183311881,0.4765624,0,0.0619719270313476
Pkhd1,7.273867174091177,0.0342894450340689,-0.8618204,0,1.4648395437737085
Paqr8,54.58033116449356,4.4745214722165e-12,-0.52726096,-1,11.349253403496265
Efhc1,5.760551473245671,0.0699872058088537,-0.29384443,0,1.1549813450495223
Tram2,3.3993140220369047,0.2097729964566021,-0.37396485,0,0.6782504181666844
Tmem14a,30.313653153959923,5.427391535131553e-07,-0.47719735,-1,6.265408847037898
Gsta3,11.046990103153442,0.0057374068383415,-0.06546892,0,2.2412843532930578
Gm28836,4.317496350811283,0.1367850544111457,0.31302845,0,0.8639613524796288
Kcnq5,110.30997594583845,1.0202150245007365e-23,0.09029014,0,22.991308284990563
Rims1,25.110504141527397,6.660502059459758e-06,0.01251696,0,5.176493033076709
Gm29506,1.1398118049401478,0.5935432550635653,0.37171283,0,0.2265476259075359
Gm29107,11.885661306837616,0.003842558936107,-2.4654229,0,2.415379462688392
Ogfrl1,96.91674662651204,6.418878729655216e-21,-0.65119475,-1,20.192540829260277
B3gat2,4.1992672651815,0.14452955746242,0.31669956,0,0.8400433270933158
Smap1,64.3075995108538,4.098807835615946e-14,-0.19708472,0,13.387342442231905
Fam135a,60.69881047893424,2.3337595966857445e-13,-0.22244668,0,12.631943883170733
Col9a1,8.439832261796507,0.0197915266201042,-1.3969207,0,1.7035207051813648
Col19a1,41.83109830687248,2.095033661184954e-09,-0.29456884,0,8.678808994774327
Lmbrd1,31.133142489067087,3.6537610772397284e-07,-0.16017391,0,6.437259854966209
Phf3,37.63912900413862,1.5842524955697006e-08,-0.038012005,0,7.800175600086392
Ptp4a1,9.971937789621926,0.0095595421755711,0.43257287,0,2.0195629064042597
4931428L18Rik,1.167213483098666,0.5867224938507885,0.036415786,0,0.2315672614206037
Khdrbs2,6.961348659931155,0.039747145277442,-0.06824858,0,1.4006940578194698
Gm5415,4.587542905776058,0.1208074103495912,1.5467216,0,0.9179064251914624
Prim2,26.4563060166472,3.4842581177057134e-06,-0.15531185,0,5.457889679455718
Rab23,57.00475069751359,1.3855262651973517e-12,-0.5245624,-1,11.858385236953453
Bag2,23.497361478371445,1.4476172883151454e-05,-0.24824695,0,4.8393462389273125
Zfp451,12.61974469667844,0.0027019187105359,-0.0072569707,0,2.5683277212269253
Bend6,158.63701822343623,7.567009040618563e-34,-0.3860652,-1,33.12107574716255
Dst,44.84146638130687,4.90908605118378e-10,-0.23605764,0,9.308999355101855
Gm26788,2.499517491339633,0.3171340854237719,0.8423321,0,0.49875707769567
Ccdc115,21.39186732567136,3.996655395450433e-05,-1.9320452,0,4.398303296399942
Imp4,31.278190208974294,3.407456539650972e-07,-0.73857516,-1,6.467569674659872
Ptpn18,7.089232695215714,0.0374047230882044,-1.2336109,0,1.4270735560445402
Amer3,11.77453716677319,0.004052013613273,-0.3430795,0,2.392329104239831
Arhgef4,165.92875088105245,2.194330881124589e-35,-0.8593928,-1,34.6586978849601
Fam168b,155.06422499998868,4.2303720110400735e-33,-0.32833347,-1,32.373621439897306
Plekhb2,61.470588128997534,1.6060155252362645e-13,-0.48216954,-1,12.794250260743608
Hs6st1,73.72169385117927,4.48748403286569e-16,-0.8138453,-1,15.347997083695107
Uggt1,89.08903863685943,2.7470929312263657e-19,-0.30723798,-1,18.561126648611424
Arid5a,6.843964167695069,0.0420442393490533,-0.3202682,0,1.3762935002299836
Kansl3,98.87924107603386,2.4994624582207778e-21,-0.34517685,-1,20.60215338194
