gene,stats,fdr,log2(old/young),DEG,-log10(fdr)
Xkr4,62.00469228058488,1.9847607145931613e-12,0.17244597,0,11.702291844868586
Gm1992,2.488223819653444,0.4103989464570126,-0.26108423,0,0.3867937627804828
Mrpl15,14.382442531126731,0.0028596761876708166,0.0713437,0,2.5436831409511926
Lypla1,18.995489143922693,0.0003766376992386311,0.14589453,0,3.4240762117970953
Tcea1,45.64026023052168,2.783747276594355e-09,0.12255946,0,8.555370194838236
Rgs20,106.04438005511584,2.3738083251755724e-21,0.4399351,1,20.624554351379427
Atp6v1h,37.592805330929814,9.877130566043739e-08,-0.006834674,0,7.005369205243491
Rb1cc1,53.43880648945623,9.05423533169958e-11,0.094764076,0,10.04314822179898
4732440D04Rik,7.5741966992300584,0.05435037704189793,0.07261071,0,1.264797438759881
St18,40.12495008233972,3.180466111701985e-08,0.86312133,1,7.497509227529435
Pcmtd1,21.317293314739572,0.0001352420626974727,0.064207755,0,3.868888214042776
Gm26901,4.3261164949460476,0.20219960493344932,0.10271037,0,0.6942196972879977
Sntg1,14.452139204367988,0.0027750897976405015,0.07187557,0,2.5567229592120135
Rrs1,8.329224153248655,0.03937541171817187,-0.4763056,0,1.4047748920977001
Adhfe1,7.791461729020414,0.049487978058559166,0.18270956,0,1.3055002898936119
2610203C22Rik,3.1813819632844877,0.3153693582959225,-0.26830724,0,0.5011805055837307
Mybl1,10.34541255625423,0.016553286002402603,-0.23034756,0,1.7811157812807037
Vcpip1,19.717432175407748,0.0002751716549553525,0.08949816,0,3.5603963041955407
1700034P13Rik,0.8495552033088213,0.7448473193530353,-0.6526445,0,0.12793274088664944
Sgk3,47.350231529951415,1.3014378089248006e-09,0.27577314,0,8.885576580444573
Mcmdc2,0.9170526780554439,0.7277760351027075,0.0089233555,0,0.13800224937359618
Snhg6,1.8875806226295322,0.5130031387625902,-0.5431484,0,0.289879977689153
Cops5,5.309588293126069,0.1374695201605652,-0.10023504,0,0.8617935832406346
Cspp1,42.004484055538846,1.3796210999940624e-08,0.039583433,0,7.86024017213234
Arfgef1,47.1178759385365,1.4434684510759844e-09,0.03454275,0,8.840592703763408
Cpa6,1.0548152127447938,0.6919133057449112,-0.94926304,0,0.159948317675116
Prex2,22.297120478980503,8.696798914883911e-05,0.5301721,0,4.060640571452984
A830018L16Rik,14.576543631171461,0.0026269110890724348,-0.46219945,0,2.580554626178024
